iter	Logloss
0	0.6293379024
1	0.5794315667
2	0.5333271058
3	0.4848933251
4	0.4483489406
5	0.4125618325
6	0.3796902292
7	0.3531838905
8	0.3235923855
9	0.3023554207
10	0.2786622734
11	0.2608035754
12	0.2454564426
13	0.2281483957
14	0.2125983675
15	0.1979640739
16	0.1861410533
17	0.1737179503
18	0.1635139996
19	0.1565726032
20	0.1502532664
21	0.1431876831
22	0.1364452117
23	0.1310134772
24	0.1268038566
25	0.1217415262
26	0.1166352188
27	0.1117412256
28	0.1078161103
29	0.1039578124
30	0.1006535186
31	0.09770798456
32	0.09485500774
33	0.0922344546
34	0.08844605159
35	0.08581300858
36	0.08286512635
37	0.08102487314
38	0.0792168513
39	0.07732583249
40	0.07572136249
41	0.07440853184
42	0.07282216177
43	0.0720818827
44	0.07122696024
45	0.0702426731
46	0.06959894458
47	0.06882781169
48	0.06797274337
49	0.06753663866
50	0.06665807403
51	0.0663378188
52	0.06554661307
53	0.06496619268
54	0.06442681491
55	0.06372329635
56	0.06335358969
57	0.06272280006
58	0.06220612946
59	0.06189914598
60	0.06174516258
61	0.06125977432
62	0.06099565001
63	0.06087170759
64	0.06075588608
65	0.0606475809
66	0.06020131289
67	0.05986391669
68	0.05977803389
69	0.05928347841
70	0.05898701938
71	0.05881417422
72	0.05875009324
73	0.05852061615
74	0.05812524039
75	0.0578805804
76	0.05783397575
77	0.05779030085
78	0.05774941627
79	0.0576683034
80	0.05745094073
81	0.05728947096
82	0.05703742371
83	0.05682091025
84	0.05673123028
85	0.0565980372
86	0.05657506826
87	0.05655354198
88	0.05653330813
89	0.05632857003
90	0.05611164481
91	0.05589044072
92	0.05553311807
93	0.05515168655
94	0.05510525654
95	0.05496121794
96	0.05486905676
97	0.05473092565
98	0.05442780373
99	0.05426662093
100	0.05413120389
101	0.05412648873
102	0.05412207
103	0.05411791337
104	0.05401412096
105	0.05388635107
106	0.05376612196
107	0.05349101233
108	0.05339120465
109	0.05325439496
110	0.05313952769
111	0.05303262789
112	0.0530313176
113	0.05296109828
114	0.05293035661
115	0.05275486359
116	0.05275411119
117	0.05265034526
118	0.0526496482
119	0.05256235302
120	0.05256178883
121	0.05256125634
122	0.05250863827
123	0.05241888837
124	0.05241853913
125	0.05236552751
126	0.05232891649
127	0.05228183819
128	0.05220876369
129	0.05220857515
130	0.05211781378
131	0.05207030557
132	0.0519814395
133	0.05196850219
134	0.05185756862
135	0.05183401615
136	0.05169239718
137	0.05163147471
138	0.05153078254
139	0.05150368677
140	0.05144217995
141	0.05137759295
142	0.05130836113
143	0.05128541462
144	0.05120822466
145	0.05115749168
146	0.05112343029
147	0.05104342936
148	0.05102089235
149	0.0510208191
150	0.05095417955
151	0.05093350559
152	0.0508105368
153	0.05076871351
154	0.05071554749
155	0.05068459463
156	0.05064415485
157	0.05064400759
158	0.05062911648
159	0.05057243997
160	0.05051977872
161	0.05045046936
162	0.05038686506
163	0.05032181181
164	0.0503215696
165	0.05026780922
166	0.05021945926
167	0.05007703446
168	0.05007673983
169	0.05005070611
170	0.04998763417
171	0.04995644742
172	0.04989194285
173	0.04983933288
174	0.04981193429
175	0.0496453059
176	0.04964487056
177	0.04962862455
178	0.04944279347
179	0.04940652369
180	0.04937802295
181	0.04934845314
182	0.04934787482
183	0.04932762973
184	0.0492984073
185	0.04921473094
186	0.04918407155
187	0.04917560759
188	0.04917511062
189	0.0491139358
190	0.04908645896
191	0.04906493815
192	0.04904552452
193	0.04902019883
194	0.04894718357
195	0.04892662785
196	0.04882032944
197	0.04877825848
198	0.04873532022
199	0.04870998816
200	0.04869014128
201	0.04860968994
202	0.04859659896
203	0.04857064068
204	0.04857013971
205	0.04853267572
206	0.04850876895
207	0.0484318749
208	0.04839040078
209	0.04834318003
210	0.04833545034
211	0.04825235215
212	0.04825182822
213	0.04822290672
214	0.04819969902
215	0.04816932965
216	0.04814652447
217	0.04810335711
218	0.04807907062
219	0.0479506465
220	0.04793700829
221	0.04790627375
222	0.04787586098
223	0.04785890259
224	0.04783237283
225	0.04778390624
226	0.04771052471
227	0.04766496909
228	0.04765335106
