iter	Logloss
364	0.4321063709
365	0.4318307551
366	0.4315543418
367	0.4314184447
368	0.4311671726
369	0.4307736335
370	0.4303810789
371	0.4302020597
372	0.4298871478
373	0.4296369207
374	0.429335858
375	0.4292008852
376	0.429034512
377	0.4287251636
378	0.4285650014
379	0.4283891997
380	0.4281310643
381	0.427888583
382	0.4276452597
383	0.4273313369
384	0.4269165857
385	0.426686709
386	0.4263206062
387	0.4259585363
388	0.4257805242
389	0.4254662234
390	0.4252753663
391	0.4249865483
392	0.4247177461
393	0.4246096248
394	0.4244079573
395	0.4241681403
396	0.4240150736
397	0.4238348033
398	0.4236351908
399	0.4233558772
400	0.4231285654
401	0.4229265095
402	0.4227208823
403	0.4224714487
404	0.422214557
405	0.4221013913
406	0.4218992325
407	0.421717603
408	0.4214619361
409	0.4211634329
410	0.4209279219
411	0.4207512516
412	0.4203916991
413	0.4202005551
414	0.4198013246
415	0.4196301291
416	0.419361093
417	0.4191924521
418	0.4191198054
419	0.4189182216
420	0.418749772
421	0.4183597987
422	0.4180621589
423	0.4178744255
424	0.4177303317
425	0.4174342661
426	0.4169505359
427	0.4168504722
428	0.4167172428
429	0.4165051758
430	0.4163199399
431	0.4161448651
432	0.4159092713
433	0.4158072227
434	0.415672755
435	0.4154294954
436	0.4151392837
437	0.4146686331
438	0.4144594997
439	0.4142588624
440	0.4139768038
441	0.4137613733
442	0.4133514045
443	0.4131753781
444	0.4129434549
445	0.4128485226
446	0.412696306
447	0.4125456476
448	0.4123500224
449	0.4118910197
450	0.4117488449
451	0.4115203397
452	0.4112981335
453	0.4110664984
454	0.4108798916
455	0.4107226027
456	0.4106114567
457	0.4104362244
458	0.4102169228
459	0.4100677761
460	0.4099805248
461	0.4097618902
462	0.4095631558
463	0.4093131815
464	0.4091001463
465	0.408939092
466	0.4086313677
467	0.4082744929
468	0.408003108
469	0.4074404273
470	0.4070897699
471	0.4068144468
472	0.4065605238
473	0.4062472604
474	0.4059946926
475	0.4055727438
476	0.4054203231
477	0.4052289408
478	0.4049256299
479	0.4046154465
480	0.4043747435
481	0.4040679599
482	0.4038247685
483	0.4036716222
484	0.4035454273
485	0.4033313814
486	0.4032451817
487	0.4030201552
488	0.4028143101
489	0.4025365789
490	0.4024617672
491	0.4021652491
492	0.4020390078
493	0.4019447818
494	0.4015183082
495	0.401216924
496	0.401058622
497	0.4006666866
498	0.400359589
499	0.400144336
