iter	Passed	Remaining
136	44491	8074400
137	44763	8064636
138	45025	8053116
139	45323	8048115
140	45605	8040533
141	45916	8037946
142	46211	8032789
143	46517	8029415
144	46848	8030456
145	47165	8029201
146	47404	8014566
147	47679	8006290
148	47934	7994763
149	48249	7993296
150	48487	7979230
151	48762	7971345
152	48998	7957261
153	49274	7949903
154	49535	7940011
155	49800	7930989
156	50103	7928160
157	50406	7925257
158	50658	7914436
159	50918	7905122
160	51164	7893698
161	51481	7893261
162	51787	7891138
163	52067	7885007
164	52362	7881298
165	52654	7877304
166	52881	7863454
167	53124	7852261
168	53430	7850494
169	53726	7847267
170	53997	7840374
171	54271	7834075
172	54549	7828364
173	54872	7829134
174	55149	7823396
175	55420	7816810
176	55722	7814661
177	56112	7824874
178	56350	7813770
179	56652	7811804
180	56969	7811744
181	57413	7829042
182	57715	7826976
183	58023	7825598
184	58329	7824024
185	58595	7817170
186	58843	7807890
187	59098	7799721
188	59486	7809064
189	59822	7811567
190	60087	7804817
191	60359	7798997
192	60634	7793612
193	60916	7789152
194	61204	7785536
195	61493	7782003
196	61812	7782418
197	62076	7775855
198	62381	7774470
199	62663	7770289
200	62978	7770161
201	63264	7766545
202	63556	7763622
203	63846	7760463
204	64165	7760863
205	64416	7753063
206	64671	7745942
207	64954	7742088
208	65236	7738140
209	65491	7731108
210	65833	7734300
211	66191	7739368
212	66531	7742378
213	66870	7745119
214	67201	7746967
215	67578	7753985
216	67868	7751035
217	68225	7755812
218	68597	7762129
219	68877	7758142
220	69219	7761092
221	69523	7759710
222	69902	7766725
223	70177	7762137
224	70487	7761480
225	70925	7774856
226	71338	7785353
227	71688	7788863
228	72097	7798767
229	72549	7813265
230	72936	7820651
231	73443	7840740
232	73792	7843856
233	74062	7838572
234	74361	7836398
235	74728	7841443
236	75009	7837390
237	75369	7841604
238	75739	7846766
239	76173	7858535
240	76612	7870778
241	76980	7875582
242	77274	7872775
243	77600	7873271
244	77880	7869070
245	78185	7867457
246	78480	7864935
247	78821	7866896
248	79169	7869545
249	79491	7869646
250	79772	7865728
251	80156	7871857
252	80515	7875553
253	80810	7872990
254	81139	7873736
255	81481	7875686
256	81765	7872118
257	82084	7871881
258	82433	7874511
259	82760	7874964
260	83053	7872290
261	83366	7871495
262	83657	7868548
263	83988	7869423
264	84271	7865843
265	84591	7865747
266	84990	7872937
267	85265	7868582
268	85613	7871045
269	85945	7872012
270	86254	7870805
271	86559	7869259
272	86901	7871103
273	87206	7869626
274	87509	7867903
275	87741	7859887
276	88084	7861745
277	88337	7855637
278	88663	7856051
279	89016	7858872
280	89373	7861970
281	89669	7859756
282	89953	7856475
283	90311	7859614
284	90611	7857767
285	90932	7857750
286	91281	7860069
287	91553	7855785
288	91706	7841369
289	91970	7836531
290	92253	7833312
291	92610	7836389
292	92941	7837219
293	93276	7838361
294	93627	7840908
295	93954	7841415
296	94273	7841173
297	94547	7837263
298	94888	7838939
299	95179	7836406
300	95486	7835297
301	95885	7841675
302	96246	7844885
303	96551	7843535
304	96813	7838681
305	97109	7836712
306	97425	7836209
307	97676	7830575
308	97924	7824734
309	98243	7824654
310	98493	7818953
311	98777	7816070
312	99062	7813289
313	99383	7813300
314	99624	7807058
315	99895	7803194
316	100166	7799433
317	100428	7794868
318	100720	7792700
319	100952	7785951
320	101249	7784215
321	101592	7786041
322	101874	7783177
323	102181	7782175
324	102524	7783949
325	102918	7789620
326	103223	7788473
327	103576	7790951
328	103871	7789132
329	104178	7788118
330	104504	7788589
331	104815	7787907
332	105103	7785538
333	105341	7779464
334	105638	7777796
335	105920	7775054
336	106286	7778474
337	106607	7778593
338	106921	7778180
339	107292	7781851
340	107614	7782001
341	107891	7778878
342	108203	7778352
343	108545	7779943
344	108833	7777624
345	109110	7774591
346	109429	7774564
347	109720	7772499
348	110039	7772421
349	110358	7772410
350	110691	7773333
351	110937	7768139
352	111232	7766402
353	111507	7763295
354	111807	7761932
355	112081	7758793
356	112398	7758625
357	112752	7761035
358	113142	7765865
359	113493	7768001
360	113809	7767736
361	114143	7768709
362	114446	7767545
363	114779	7768410
364	115084	7767403
365	115285	7759400
366	115520	7753716
367	115784	7750023
368	116134	7752050
369	116516	7756246
370	116850	7757183
371	117230	7761186
372	117584	7763400
373	117936	7765550
374	118248	7764977
375	118615	7768040
376	118902	7765889
377	119204	7764668
378	119506	7763478
379	119812	7762616
380	120087	7759684
381	120411	7759908
382	120679	7756548
383	121004	7756900
384	121322	7756790
385	121608	7754566
386	121900	7752794
387	122264	7755600
388	122589	7755904
389	122955	7758830
390	123327	7762044
391	123617	7760166
392	123959	7761491
393	124325	7764345
394	124643	7764169
395	124912	7760976
396	125298	7765005
397	125626	7765516
398	125944	7765289
399	126280	7766233
400	126591	7765623
401	126926	7766508
402	127272	7768022
403	127597	7768293
404	127968	7771323
405	128380	7776794
406	128677	7775343
407	129021	7776713
408	129361	7777793
409	129694	7778534
410	129987	7776808
411	130341	7778753
412	130651	7778054
413	130943	7776285
414	131269	7776527
415	131638	7779343
416	131964	7779597
417	132309	7780909
418	132588	7778429
419	132871	7776165
420	133143	7773252
421	133442	7771921
422	133738	7770447
423	134033	7768861
424	134388	7770806
425	134691	7769742
426	135033	7770930
427	135357	7771039
428	135789	7777374
429	136055	7774133
430	136438	7777647
431	136805	7780171
432	137115	7779462
433	137510	7783577
434	137819	7782836
435	138116	7781429
436	138471	7783257
437	138817	7784583
438	139123	7783635
439	139451	7783946
440	139810	7785946
441	140144	7786593
442	140466	7786533
443	140763	7785134
444	141077	7784648
445	141466	7788282
446	141817	7789794
447	142103	7787773
448	142385	7785542
449	142735	7786988
450	142995	7783586
451	143351	7785392
452	143666	7784922
453	143988	7784866
454	144291	7783806
455	144587	7782334
456	145002	7787283
457	145303	7786106
458	145637	7786675
459	145913	7784157
460	146234	7784048
461	146561	7784255
462	146904	7785306
463	147255	7786764
464	147522	7783774
465	147805	7781666
466	148116	7781012
467	148458	7782031
468	148750	7780365
469	149033	7778258
470	149345	7777694
471	149646	7776529
472	149940	7775054
473	150303	7777100
474	150722	7782056
475	150992	7779308
476	151298	7778369
477	151578	7776162
478	151882	7775176
479	152189	7774351
480	152464	7771889
481	152748	7769886
482	153085	7770586
483	153374	7768843
484	153697	7768830
485	154076	7771646
486	154441	7773765
487	154730	7772047
488	155047	7771695
489	155423	7774327
490	155702	7772129
491	156014	7771551
492	156298	7769601
493	156598	7768440
494	156943	7769518
495	157268	7769556
496	157584	7769198
497	157923	7769938
498	158254	7770307
499	158543	7768655
500	158840	7767354
501	159163	7767328
502	159488	7767353
503	159821	7767833
504	160167	7768931
505	160500	7769381
506	160765	7766548
507	161115	7767776
508	161432	7767476
509	161768	7768046
510	162099	7768395
511	162436	7769021
512	162783	7770124
513	163058	7767796
514	163389	7768150
515	163681	7766646
516	164019	7767304
517	164355	7767844
518	164689	7768323
519	165020	7768653
520	165347	7768776
521	165662	7768378
522	166007	7769354
523	166344	7769921
524	166673	7770151
525	166967	7768758
526	167324	7770280
527	167643	7770034
528	168009	7771955
529	168351	7772778
530	168693	7773543
531	169034	7774295
532	169384	7775496
533	169685	7774376
534	169966	7772376
535	170331	7774252
536	170596	7771531
537	170853	7768418
538	171217	7770212
539	171534	7769855
540	171862	7770028
541	172218	7771437
542	172494	7769243
543	172836	7770033
544	173155	7769761
545	173479	7769725
546	173782	7768733
547	174166	7771391
548	174398	7767258
549	174705	7766469
550	175040	7766914
551	175373	7767261
552	175614	7763571
553	175979	7765314
554	176327	7766338
555	176680	7767584
556	177025	7768480
557	177296	7766082
558	177601	7765228
559	177879	7763157
560	178272	7766124
561	178611	7766729
562	178905	7765400
563	179239	7765767
564	179546	7764987
565	179831	7763249
566	180187	7764577
567	180483	7763315
568	180805	7763192
569	181133	7763327
570	181431	7762173
571	181745	7761677
572	182059	7761207
573	182395	7761653
574	182784	7764364
575	183063	7762390
576	183339	7760321
577	183687	7761261
578	184002	7760836
579	184290	7759285
580	184586	7758032
581	184926	7758638
582	185250	7758584
583	185620	7760457
584	185872	7757384
585	186235	7758953
586	186605	7760836
587	186959	7762006
588	187292	7762287
589	187620	7762387
590	187983	7763944
591	188305	7763766
592	188643	7764300
593	188956	7763745
594	189298	7764436
595	189608	7763756
596	189960	7764841
597	190313	7765938
598	190595	7764153
599	190952	7765400
600	191225	7763254
601	191578	7764356
602	191952	7766273
603	192231	7764362
604	192560	7764484
605	192922	7765906
606	193272	7766860
607	193571	7765769
608	193856	7764119
609	194146	7762663
610	194529	7764935
611	194830	7763911
612	195182	7764957
613	195535	7766011
614	195782	7762867
615	196096	7762367
616	196553	7767546
617	196863	7766873
618	197208	7767582
619	197504	7766399
620	197855	7767345
621	198175	7767076
622	198491	7766663
623	198888	7769408
624	199254	7770920
625	199538	7769243
626	199864	7769214
627	200196	7769414
628	200489	7768074
629	200792	7767154
630	201060	7764897
631	201424	7766328
632	201700	7764352
633	202072	7766067
634	202384	7765498
635	202715	7765651
636	203059	7766321
637	203343	7764679
638	203657	7764166
639	203979	7763971
640	204375	7766590
641	204741	7768072
642	205007	7765721
643	205309	7764763
644	205622	7764235
645	206010	7766540
646	206330	7766264
647	206636	7765459
648	206996	7766664
649	207304	7765959
650	207660	7767009
651	207947	7765494
652	208270	7765335
653	208600	7765438
654	208967	7766880
655	209310	7767462
656	209600	7766047
657	209993	7768481
658	210362	7770014
659	210742	7771934
660	211108	7773311
661	211482	7775031
662	211784	7774048
663	212143	7775189
664	212459	7774723
665	212833	7776393
666	213156	7776221
667	213489	7776399
668	213825	7776655
669	214152	7776594
670	214549	7779080
671	214849	7778055
672	215225	7779777
673	215523	7778659
674	215811	7777199
675	216171	7778327
676	216497	7778228
677	216873	7779934
678	217277	7782634
679	217621	7783159
680	218022	7785742
681	218438	7788825
682	218762	7788660
683	219111	7789364
684	219433	7789083
685	219683	7786257
686	219992	7785550
687	220304	7784961
688	220614	7784261
689	220967	7785093
690	221315	7785763
691	221647	7785841
692	221951	7784941
693	222276	7784803
694	222573	7783672
695	222865	7782355
696	223163	7781260
697	223446	7779667
698	223776	7779675
699	224097	7779369
700	224431	7779554
701	224766	7779744
702	225072	7778911
703	225374	7777992
704	225745	7779419
705	226073	7779366
706	226400	7779270
707	226628	7775782
708	227022	7777988
709	227367	7778540
710	227691	7778331
711	227998	7777581
712	228302	7776683
713	228688	7778619
714	228942	7776041
715	229247	7775214
716	229516	7773153
717	229827	7772523
718	230187	7773546
719	230540	7774354
720	230872	7774415
721	231195	7774197
722	231529	7774337
723	231864	7774495
724	232168	7773651
725	232497	7773604
726	232825	7773537
727	233172	7774131
728	233455	7772562
729	233708	7769998
730	233975	7767920
731	234337	7768998
732	234634	7767920
733	234950	7767465
734	235233	7765899
735	235547	7765402
736	235852	7764559
737	236139	7763163
738	236418	7761512
739	236739	7761228
740	237000	7758965
741	237316	7758521
742	237658	7758938
743	237941	7757409
744	238316	7758870
745	238625	7758199
746	238973	7758804
747	239286	7758246
748	239583	7757180
749	239935	7757907
750	240255	7757613
751	240544	7756265
752	240867	7756054
753	241183	7755617
754	241516	7755703
755	241820	7754888
756	242146	7754755
757	242428	7753219
758	242720	7752022
759	243017	7750975
760	243344	7750894
761	243723	7752446
762	244009	7751067
763	244355	7751563
764	244714	7752477
765	245015	7751573
766	245347	7751632
767	245713	7752786
768	246140	7755831
769	246461	7755541
770	246781	7755218
771	247093	7754629
772	247426	7754719
773	247745	7754378
774	248111	7755481
775	248411	7754551
776	248783	7755818
777	249142	7756735
778	249428	7755340
779	249715	7753988
780	250012	7752952
781	250328	7752492
782	250611	7751046
783	250929	7750650
784	251257	7750581
785	251586	7750531
786	251868	7749035
787	252225	7749859
788	252556	7749879
789	252902	7750354
790	253204	7749472
791	253522	7749068
792	253791	7747195
793	254093	7746343
794	254402	7745671
795	254681	7744109
796	254960	7742551
797	255260	7741624
798	255572	7741076
799	255927	7741801
800	256274	7742307
801	256613	7742568
802	256942	7742509
803	257232	7741291
804	257589	7742086
805	257908	7741724
806	258228	7741403
807	258605	7742790
808	258913	7742136
809	259180	7740205
810	259543	7741169
811	259924	7742664
812	260214	7741452
813	260502	7740180
814	260837	7740298
815	261243	7742550
816	261544	7741651
817	261905	7742534
818	262193	7741271
819	262503	7740645
820	262825	7740379
821	263103	7738833
822	263408	7738060
823	263740	7738101
824	264098	7738881
825	264400	7738032
826	264702	7737185
827	264967	7735272
828	265305	7735464
829	265691	7737053
830	266016	7736896
831	266411	7738751
832	266723	7738192
833	267061	7738387
834	267368	7737663
835	267688	7737353
836	268016	7737261
837	268328	7736701
838	268593	7734789
839	268936	7735135
840	269252	7734690
841	269552	7733794
842	269878	7733626
843	270175	7732654
844	270499	7732436
845	270817	7732075
846	271165	7732544
847	271526	7733376
848	271850	7733181
849	272229	7734513
850	272605	7735768
851	272919	7735292
852	273305	7736808
853	273635	7736777
854	273977	7737055
855	274290	7736531
856	274577	7735281
857	274862	7733953
858	275165	7733130
859	275510	7733507
860	275772	7731567
861	276088	7731117
862	276380	7730002
863	276714	7730083
864	276985	7728379
865	277290	7727642
866	277591	7726788
867	277902	7726199
868	278185	7724848
869	278454	7723099
870	278738	7721781
871	279014	7720261
872	279299	7718979
873	279577	7717484
874	279846	7715766
875	280114	7714007
876	280421	7713360
877	280722	7712507
878	280964	7710069
879	281218	7707944
880	281502	7706643
881	281720	7703542
882	281984	7701729
883	282236	7699564
884	282578	7699874
885	282888	7699293
886	283181	7698250
887	283483	7697466
888	283842	7698216
889	284122	7696856
890	284461	7697070
891	284780	7696726
892	285078	7695846
893	285405	7695723
894	285716	7695191
895	286035	7694864
896	286302	7693143
897	286584	7691830
898	286879	7690852
899	287179	7690028
900	287511	7690045
901	287851	7690296
902	288165	7689826
903	288431	7688107
904	288681	7685943
905	288970	7684816
906	289233	7683024
907	289514	7681700
908	289787	7680155
909	290041	7678127
910	290309	7676476
911	290556	7674260
912	290795	7671847
913	291082	7670682
914	291330	7668524
915	291627	7667649
916	291909	7666373
917	292169	7664513
918	292466	7663653
919	292774	7663056
920	293050	7661623
921	293270	7658743
922	293553	7657525
923	293866	7657079
924	294128	7655300
925	294370	7653008
926	294679	7652452
927	294998	7652155
928	295271	7650690
929	295534	7648941
930	295785	7646893
931	296068	7645681
932	296366	7644845
933	296620	7642911
934	296925	7642268
935	297218	7641306
936	297469	7639295
937	297737	7637684
938	297985	7635591
939	298273	7634524
940	298524	7632520
941	298778	7630578
942	299086	7630046
943	299349	7628340
944	299682	7628413
945	299931	7626385
946	300210	7625093
947	300492	7623890
948	300803	7623422
949	301070	7621836
950	301351	7620620
951	301600	7618583
952	301902	7617884
953	302131	7615350
954	302402	7613903
955	302680	7612601
956	302958	7611306
957	303213	7609457
958	303488	7608111
959	303745	7606294
960	304033	7605265
961	304314	7604059
962	304610	7603251
963	304912	7602566
964	305217	7601969
965	305510	7601085
966	305749	7598834
967	305981	7596437
968	306246	7594845
969	306523	7593557
970	306808	7592473
971	307124	7592168
972	307404	7590964
973	307701	7590184
974	307958	7588415
975	308221	7586786
976	308560	7587041
977	308870	7586592
978	309107	7584331
979	309406	7583628
980	309721	7583272
981	309997	7582002
982	310284	7580979
983	310551	7579465
984	310827	7578183
985	311079	7576335
986	311358	7575137
987	311657	7574421
988	311925	7572956
989	312243	7572691
990	312516	7571347
991	312781	7569808
992	313032	7567943
993	313342	7567504
994	313647	7566934
995	313894	7564990
996	314152	7563296
997	314441	7562354
998	314741	7561663
999	315018	7560437
1000	315258	7558335
1001	315569	7557918
1002	315843	7556615
1003	316146	7556028
1004	316448	7555403
1005	316756	7554924
1006	317059	7554321
1007	317337	7553144
1008	317646	7552678
1009	317952	7552157
1010	318224	7550818
1011	318481	7549151
1012	318736	7547422
1013	319024	7546469
1014	319299	7545213
1015	319579	7544099
1016	319827	7542212
1017	320182	7542836
1018	320415	7540605
1019	320656	7538574
1020	320953	7537860
1021	321264	7537447
1022	321576	7537095
1023	321854	7535910
1024	322127	7534630
1025	322436	7534204
1026	322720	7533192
1027	322999	7532049
1028	323307	7531594
1029	323551	7529638
1030	323802	7527863
1031	324096	7527087
1032	324347	7525311
1033	324662	7525009
1034	324956	7524229
1035	325249	7523438
1036	325547	7522763
1037	325803	7521104
1038	326074	7519802
1039	326363	7518920
1040	326631	7517539
1041	326915	7516553
1042	327197	7515505
1043	327485	7514603
1044	327753	7513229
1045	328096	7513606
1046	328437	7513909
1047	328696	7512342
1048	328984	7511438
1049	329277	7510668
1050	329537	7509125
1051	329818	7508065
1052	330078	7506552
1053	330414	7506741
1054	330697	7505746
1055	330983	7504803
1056	331277	7504043
1057	331566	7503183
1058	331834	7501847
1059	332097	7500389
1060	332346	7498628
1061	332625	7497551
1062	332954	7497577
1063	333230	7496426
1064	333472	7494518
1065	333769	7493836
1066	334077	7493417
1067	334366	7492565
1068	334600	7490482
1069	334858	7488934
1070	335123	7487549
1071	335376	7485912
1072	335647	7484658
1073	335887	7482727
1074	336169	7481716
1075	336461	7480945
1076	336694	7478862
1077	336952	7477351
1078	337286	7477510
1079	337560	7476348
1080	337836	7475218
1081	338072	7473204
1082	338388	7472980
1083	338663	7471835
1084	338947	7470892
1085	339222	7469758
1086	339511	7468944
1087	339758	7467196
1088	340003	7465407
1089	340273	7464168
1090	340532	7462682
1091	340822	7461900
1092	341075	7460293
1093	341323	7458575
1094	341593	7457350
1095	341918	7457307
1096	342190	7456132
1097	342425	7454146
1098	342717	7453406
1099	343040	7453340
1100	343361	7453225
1101	343658	7452591
1102	343932	7451461
1103	344208	7450376
1104	344470	7448971
1105	344806	7449193
1106	345086	7448186
1107	345377	7447438
1108	345649	7446259
1109	345933	7445365
1110	346192	7443918
1111	346497	7443461
1112	346730	7441462
1113	347074	7441852
1114	347391	7441663
1115	347684	7440950
1116	348014	7441035
1117	348371	7441694
1118	348703	7441814
1119	348948	7440089
1120	349215	7438829
1121	349474	7437393
1122	349760	7436546
1123	350026	7435258
1124	350282	7433781
1125	350514	7431783
1126	350844	7431861
1127	351117	7430749
1128	351401	7429860
1129	351654	7428320
1130	351927	7427184
1131	352239	7426911
1132	352510	7425742
1133	352779	7424536
1134	353081	7424034
1135	353361	7423090
1136	353617	7421620
1137	353933	7421406
1138	354212	7420416
1139	354496	7419540
1140	354760	7418261
1141	355077	7418077
1142	355346	7416894
1143	355644	7416298
1144	355894	7414729
1145	356145	7413161
1146	356378	7411248
1147	356674	7410618
1148	356926	7409093
1149	357211	7408254
1150	357495	7407402
1151	357770	7406336
1152	358020	7404793
1153	358331	7404488
1154	358584	7402986
1155	358893	7402645
1156	359179	7401826
1157	359486	7401451
1158	359731	7399795
1159	360017	7398985
1160	360266	7397404
1161	360554	7396639
1162	360781	7394618
1163	361097	7394440
1164	361358	7393108
1165	361637	7392170
1166	361904	7390976
1167	362257	7391549
1168	362551	7390902
1169	362838	7390129
1170	363095	7388738
1171	363394	7388204
1172	363670	7387186
1173	363913	7385520
1174	364138	7383494
1175	364453	7383274
1176	364724	7382175
1177	364975	7380690
1178	365219	7379037
1179	365471	7377577
1180	365756	7376763
1181	366006	7375251
1182	366276	7374138
1183	366532	7372755
1184	366790	7371415
1185	367100	7371096
1186	367380	7370203
1187	367641	7368930
1188	367917	7367937
1189	368183	7366757
1190	368468	7365969
1191	368685	7363804
1192	368965	7362926
1193	369264	7362394
1194	369523	7361095
1195	369778	7359706
1196	370071	7359073
1197	370396	7359072
1198	370684	7358353
1199	370911	7356410
1200	371168	7355061
1201	371467	7354565
1202	371748	7353703
1203	372040	7353047
1204	372331	7352394
1205	372653	7352345
1206	372939	7351569
1207	373191	7350138
1208	373468	7349198
1209	373730	7347978
1210	373986	7346628
1211	374236	7345159
1212	374488	7343739
1213	374778	7343068
1214	375079	7342598
1215	375367	7341899
1216	375639	7340871
1217	375937	7340343
1218	376207	7339290
1219	376521	7339089
1220	376800	7338193
1221	377107	7337864
1222	377374	7336746
1223	377612	7335061
1224	377908	7334508
1225	378192	7333720
1226	378445	7332344
1227	378704	7331075
1228	378972	7329993
1229	379233	7328757
1230	379511	7327877
1231	379784	7326880
1232	380052	7325794
1233	380311	7324531
1234	380594	7323741
1235	380862	7322668
1236	381132	7321631
1237	381396	7320477
1238	381713	7320344
1239	381933	7318329
1240	382259	7318383
1241	382567	7318069
1242	382869	7317645
1243	383152	7316852
1244	383418	7315753
1245	383705	7315039
1246	384047	7315390
1247	384330	7314599
1248	384587	7313312
1249	384855	7312261
1250	385190	7312465
1251	385526	7312677
1252	385803	7311793
1253	386129	7311829
1254	386398	7310781
1255	386694	7310243
1256	386967	7309287
1257	387265	7308792
1258	387586	7308732
1259	387863	7307831
1260	388205	7308173
1261	388579	7309116
1262	388838	7307884
1263	389154	7307737
1264	389480	7307770
1265	389804	7307753
1266	390051	7306305
1267	390344	7305715
1268	390666	7305680
1269	390953	7304979
1270	391188	7303304
1271	391526	7303575
1272	391899	7304476
1273	392209	7304211
1274	392538	7304292
1275	392842	7303914
1276	393139	7303407
1277	393411	7302423
1278	393715	7302061
1279	394041	7302072
1280	394321	7301254
1281	394668	7301678
1282	394967	7301197
1283	395278	7300946
1284	395535	7299706
1285	395817	7298916
1286	396223	7300434
1287	396556	7300574
1288	396883	7300629
1289	397247	7301356
1290	397522	7300440
1291	397828	7300088
1292	398197	7300900
1293	398591	7302167
1294	398859	7301136
1295	399181	7301076
1296	399460	7300234
1297	399771	7299989
1298	400009	7298401
1299	400262	7297088
1300	400555	7296519
1301	400867	7296280
1302	401157	7295654
1303	401463	7295309
1304	401751	7294644
1305	402238	7297578
1306	402547	7297294
1307	402816	7296271
1308	403198	7297304
1309	403487	7296662
1310	403744	7295419
1311	404030	7294715
1312	404331	7294280
1313	404609	7293448
1314	404902	7292862
1315	405201	7292389
1316	405516	7292208
1317	405828	7291987
1318	406141	7291758
1319	406464	7291717
1320	406764	7291283
1321	407049	7290550
1322	407389	7290820
1323	407738	7291247
1324	408128	7292410
1325	408457	7292482
1326	408770	7292249
1327	409100	7292347
1328	409380	7291531
1329	409671	7290918
1330	409982	7290661
1331	410298	7290506
1332	410636	7290722
1333	410933	7290216
1334	411187	7288957
1335	411497	7288682
1336	411787	7288052
1337	412086	7287590
1338	412358	7286636
1339	412628	7285661
1340	412947	7285545
1341	413226	7284736
1342	413552	7284741
1343	413846	7284183
1344	414176	7284278
1345	414461	7283563
1346	414729	7282559
1347	414993	7281465
1348	415233	7279980
1349	415517	7279259
1350	415775	7278073
1351	416058	7277322
1352	416354	7276812
1353	416625	7275865
1354	416937	7275638
1355	417244	7275320
1356	417540	7274804
1357	417840	7274368
1358	418143	7273979
1359	418456	7273751
1360	418763	7273434
1361	419032	7272465
1362	419325	7271904
1363	419633	7271594
1364	419920	7270924
1365	420219	7270479
1366	420455	7268932
1367	420719	7267862
1368	421037	7267742
1369	421399	7268371
1370	421716	7268230
1371	422000	7267508
1372	422305	7267162
1373	422601	7266660
1374	422867	7265635
1375	423108	7264191
1376	423382	7263301
1377	423672	7262691
1378	423950	7261873
1379	424249	7261435
1380	424534	7260736
1381	424875	7261011
1382	425202	7261033
1383	425501	7260586
1384	425786	7259888
1385	426068	7259145
1386	426355	7258490
1387	426604	7257192
1388	426936	7257302
1389	427213	7256477
1390	427506	7255931
1391	427807	7255520
1392	428114	7255198
1393	428357	7253811
1394	428609	7252571
1395	428898	7251949
1396	429109	7250022
1397	429379	7249086
1398	429672	7248530
1399	429973	7248129
1400	430261	7247498
1401	430560	7247059
1402	430846	7246387
1403	431199	7246859
1404	431468	7245899
1405	431792	7245880
1406	432073	7245133
1407	432373	7244710
1408	432700	7244734
1409	433016	7244580
1410	433321	7244232
1411	433620	7243792
1412	433908	7243176
1413	434216	7242884
1414	434561	7243197
1415	434904	7243486
1416	435205	7243080
1417	435523	7242962
1418	435829	7242636
1419	436097	7241682
1420	436409	7241445
1421	436717	7241163
1422	437008	7240583
1423	437272	7239565
1424	437607	7239716
1425	437903	7239220
1426	438189	7238567
1427	438494	7238236
1428	438800	7237902
1429	439134	7238047
1430	439468	7238175
1431	439745	7237374
1432	440014	7236438
1433	440283	7235510
1434	440547	7234492
1435	440816	7233569
1436	441123	7233259
1437	441425	7232868
1438	441717	7232316
1439	442066	7232696
1440	442353	7232068
1441	442627	7231213
1442	442919	7230671
1443	443233	7230476
1444	443563	7230545
1445	443848	7229876
1446	444151	7229502
1447	444434	7228810
1448	444683	7227571
1449	444919	7226105
1450	445200	7225377
1451	445544	7225680
1452	445863	7225562
1453	446147	7224881
1454	446427	7224142
1455	446716	7223556
1456	446986	7222649
1457	447256	7221746
1458	447534	7220977
1459	447822	7220373
1460	448134	7220143
1461	448447	7219950
1462	448718	7219067
1463	449023	7218728
1464	449302	7217969
1465	449613	7217739
1466	449950	7217913
1467	450196	7216630
1468	450469	7215784
1469	450797	7215819
1470	451115	7215705
1471	451396	7214991
1472	451701	7214650
1473	451929	7213093
1474	452290	7213656
1475	452576	7213008
1476	452817	7211667
1477	453083	7210711
1478	453320	7209297
1479	453626	7208990
1480	453907	7208276
1481	454158	7207077
1482	454439	7206379
1483	454748	7206113
1484	455094	7206436
1485	455366	7205575
1486	455675	7205306
1487	455983	7205022
1488	456317	7205163
1489	456646	7205212
1490	456964	7205080
1491	457257	7204556
1492	457569	7204338
1493	457880	7204113
1494	458191	7203869
1495	458483	7203340
1496	458788	7203010
