iter	RMSE
7282	0.1164985577
7283	0.1164878513
7284	0.1164787833
7285	0.1164668166
7286	0.1164463027
7287	0.1164320449
7288	0.1164265858
7289	0.11641228
7290	0.1163989015
7291	0.1163864969
7292	0.1163711104
7293	0.1163638269
7294	0.1163464247
7295	0.11633596
7296	0.1163265896
7297	0.1163066632
7298	0.1162948303
7299	0.1162865266
7300	0.1162759101
7301	0.1162681438
7302	0.1162582532
7303	0.1162439766
7304	0.116235844
7305	0.1162245375
7306	0.1162148176
7307	0.1162027006
7308	0.1161942127
7309	0.1161845891
7310	0.1161767671
7311	0.1161572041
7312	0.1161474522
7313	0.1161311228
7314	0.1161202997
7315	0.1161094647
7316	0.1160960883
7317	0.1160853472
7318	0.1160783168
7319	0.116071654
7320	0.11606402
7321	0.1160575517
7322	0.1160455262
7323	0.1160318662
7324	0.1160238721
7325	0.1160128599
7326	0.116005098
7327	0.1159946144
7328	0.1159767694
7329	0.1159595029
7330	0.1159481659
7331	0.115940029
7332	0.1159318167
7333	0.115917688
7334	0.1158951053
7335	0.1158832714
7336	0.1158740212
7337	0.1158656382
7338	0.1158547274
7339	0.1158456583
7340	0.1158363879
7341	0.1158257601
7342	0.1158124969
7343	0.1158049013
7344	0.1157849314
7345	0.1157708293
7346	0.1157588407
7347	0.1157504486
7348	0.1157399369
7349	0.1157247486
7350	0.1157128245
7351	0.1157000804
7352	0.1156927869
7353	0.1156806279
7354	0.1156698853
7355	0.1156608903
7356	0.1156515874
7357	0.1156396997
7358	0.1156272102
7359	0.1156124586
7360	0.1156034685
7361	0.1155909326
7362	0.1155759695
7363	0.1155662127
7364	0.1155595495
7365	0.1155499501
7366	0.1155346122
7367	0.1155243469
7368	0.1155137198
7369	0.1154984259
7370	0.1154892867
7371	0.1154732719
7372	0.1154654573
7373	0.1154557093
7374	0.1154477772
7375	0.1154383283
7376	0.1154306829
7377	0.1154125947
7378	0.11540239
7379	0.1153883135
7380	0.1153817299
7381	0.115374319
7382	0.1153626863
7383	0.1153466317
7384	0.1153386037
7385	0.1153229275
7386	0.1153111819
7387	0.1153018136
7388	0.1152947528
7389	0.1152811983
7390	0.1152723493
7391	0.1152616898
7392	0.1152449611
7393	0.1152366346
7394	0.1152279765
7395	0.1152163819
7396	0.11520684
7397	0.1151914117
7398	0.1151754076
7399	0.1151654695
7400	0.1151545446
7401	0.1151425687
7402	0.1151366977
7403	0.115120156
7404	0.1151087087
7405	0.1150947152
7406	0.1150811233
7407	0.1150747547
7408	0.1150641621
7409	0.1150527113
7410	0.1150398273
7411	0.1150298656
7412	0.115019167
7413	0.1150070481
7414	0.1149963338
7415	0.1149873459
7416	0.1149589632
7417	0.1149506657
7418	0.11493931
7419	0.1149285529
7420	0.1149167904
7421	0.1149011168
7422	0.1148940562
7423	0.1148846817
7424	0.1148748225
7425	0.1148642228
7426	0.1148557291
7427	0.1148468018
7428	0.114836548
7429	0.1148257132
7430	0.1148174645
7431	0.1148095151
7432	0.1147939649
7433	0.1147805185
7434	0.1147726302
7435	0.11476234
7436	0.1147444735
7437	0.1147277185
7438	0.1147165866
7439	0.1147081999
7440	0.1146992207
7441	0.1146915898
7442	0.114680157
7443	0.1146685692
7444	0.1146622154
7445	0.1146516895
7446	0.1146419666
7447	0.1146282126
7448	0.1146168505
7449	0.1146072413
7450	0.1146010632
7451	0.1145878462
7452	0.1145766074
7453	0.1145698493
7454	0.1145590676
7455	0.1145523741
7456	0.1145450903
7457	0.1145308404
7458	0.1145214685
7459	0.114492697
7460	0.1144823051
7461	0.1144721453
7462	0.1144608555
7463	0.1144472953
7464	0.1144332239
7465	0.1144236048
7466	0.1144170177
7467	0.1144051225
7468	0.1143916983
7469	0.1143834638
7470	0.114374139
7471	0.1143593838
7472	0.1143494506
7473	0.1143339979
7474	0.1143258085
7475	0.1143172138
7476	0.1143071968
7477	0.1143008768
7478	0.1142894555
7479	0.1142760901
7480	0.1142532839
7481	0.1142344726
7482	0.1142271612
7483	0.114213418
7484	0.1142047837
7485	0.1141966367
7486	0.1141837352
7487	0.1141762267
7488	0.11416515
7489	0.1141435503
7490	0.1141342923
7491	0.1141179911
7492	0.1140985616
7493	0.1140872477
7494	0.1140681545
7495	0.1140622489
7496	0.1140571936
7497	0.1140454651
7498	0.1140351133
7499	0.1140263997
7500	0.114014451
7501	0.1139998218
7502	0.1139878697
7503	0.1139765892
7504	0.1139699531
7505	0.1139553757
7506	0.1139454917
7507	0.1139367794
7508	0.1139258282
7509	0.1139102704
7510	0.1139000016
7511	0.1138950525
7512	0.1138844378
7513	0.1138776178
7514	0.1138691702
7515	0.1138553651
7516	0.1138428151
7517	0.1138261509
7518	0.1138152996
7519	0.1137970529
7520	0.1137835627
7521	0.1137700997
7522	0.1137515023
7523	0.1137382139
7524	0.113730063
7525	0.1137198816
7526	0.1137042322
7527	0.1136896004
7528	0.1136784358
7529	0.1136602968
7530	0.1136530438
7531	0.1136426667
7532	0.1136274722
7533	0.1136167558
7534	0.1136049343
7535	0.1135979836
7536	0.1135865534
7537	0.1135761521
7538	0.1135588696
7539	0.1135457514
7540	0.1135367758
7541	0.1135298246
7542	0.1135198939
7543	0.1135097812
7544	0.1135010216
7545	0.1134910491
7546	0.1134823038
7547	0.1134679233
7548	0.1134553026
7549	0.1134432809
7550	0.1134349461
7551	0.1134223465
7552	0.1134117166
7553	0.1134034683
7554	0.1133915088
7555	0.1133821356
7556	0.1133663752
7557	0.11335841
7558	0.1133420333
7559	0.1133352617
7560	0.1133227045
7561	0.1133151257
7562	0.1132990114
7563	0.1132883061
7564	0.1132758801
7565	0.1132613228
7566	0.1132544636
7567	0.1132402868
7568	0.1132301957
7569	0.1132162143
7570	0.1132028316
7571	0.1131890671
7572	0.1131804534
7573	0.1131690254
7574	0.1131566335
7575	0.1131478397
7576	0.1131383319
7577	0.1131319084
7578	0.1131190079
7579	0.1131050199
7580	0.1130974492
7581	0.11308617
7582	0.1130787971
7583	0.1130689577
7584	0.1130621275
7585	0.1130556453
7586	0.1130372482
7587	0.1130195292
7588	0.1130079666
7589	0.112996714
7590	0.1129837712
7591	0.1129762431
7592	0.1129628928
7593	0.1129554357
7594	0.1129444844
7595	0.1129330575
7596	0.1129243039
7597	0.1129095192
7598	0.1129025586
7599	0.1128936405
7600	0.1128837921
7601	0.1128725981
7602	0.1128643756
7603	0.112855595
7604	0.1128449783
7605	0.1128342846
7606	0.1128269093
7607	0.1128136519
7608	0.1128086415
7609	0.1127976751
7610	0.1127879761
7611	0.1127751551
7612	0.1127640312
7613	0.1127543689
7614	0.1127417229
7615	0.1127354091
7616	0.1127247712
7617	0.11270482
7618	0.1126890483
7619	0.1126798656
7620	0.1126684605
7621	0.1126528601
7622	0.1126437796
7623	0.1126254899
7624	0.1126173281
7625	0.1126067069
7626	0.1126011722
7627	0.1125903188
7628	0.1125787258
7629	0.1125673539
7630	0.1125559117
7631	0.1125496465
7632	0.1125423388
7633	0.1125318439
7634	0.1125173593
7635	0.1125064091
7636	0.112499333
7637	0.1124924265
7638	0.1124866715
7639	0.1124732195
7640	0.1124609867
7641	0.1124511494
7642	0.1124440891
7643	0.1124367746
7644	0.1124224818
7645	0.1124121064
7646	0.1123974269
7647	0.1123912541
7648	0.1123738508
7649	0.1123660798
7650	0.1123528757
7651	0.1123354396
7652	0.1123235159
7653	0.1123076419
7654	0.112293345
7655	0.1122854744
7656	0.1122756144
7657	0.1122651688
7658	0.1122519853
7659	0.1122398984
7660	0.1122304927
7661	0.1122185598
7662	0.1122081486
7663	0.112201175
7664	0.1121894615
7665	0.1121772164
7666	0.1121624257
7667	0.112154249
7668	0.112143656
7669	0.1121350917
7670	0.1121250801
7671	0.1121104437
7672	0.1120998085
7673	0.1120882038
7674	0.1120788103
7675	0.112073319
7676	0.1120657049
7677	0.1120567812
7678	0.1120498343
7679	0.1120381066
7680	0.1120261454
7681	0.1120189466
7682	0.1120070892
7683	0.1119949656
7684	0.1119867276
7685	0.1119685432
7686	0.1119475361
7687	0.1119374268
7688	0.1119313331
7689	0.1119152099
7690	0.1119056983
7691	0.1118921048
7692	0.1118847003
7693	0.1118731066
7694	0.1118615581
7695	0.1118513176
7696	0.1118422403
7697	0.111835808
7698	0.1118252796
7699	0.1118110125
7700	0.1118017636
7701	0.1117966655
7702	0.1117876604
7703	0.1117759806
7704	0.1117666353
7705	0.1117524614
7706	0.1117420911
7707	0.1117343765
7708	0.111725138
7709	0.1117151714
7710	0.1117089678
7711	0.1116908522
7712	0.1116806633
7713	0.1116679955
7714	0.1116547556
7715	0.1116432961
7716	0.1116330646
7717	0.1116259628
7718	0.1116056521
7719	0.1115959008
7720	0.1115823033
7721	0.1115727311
7722	0.1115622803
7723	0.1115471738
7724	0.111534916
7725	0.1115274979
7726	0.1115223021
7727	0.1115167673
7728	0.1115071845
7729	0.1114964264
7730	0.1114900312
7731	0.1114832138
7732	0.1114722697
7733	0.1114636061
7734	0.1114546708
7735	0.111441532
7736	0.1114353647
7737	0.1114279054
7738	0.1114192945
7739	0.1114085814
7740	0.1113971553
7741	0.1113853895
7742	0.1113801523
7743	0.1113703746
7744	0.1113580266
7745	0.111350332
7746	0.1113422053
7747	0.1113347061
7748	0.1113236043
7749	0.1113134967
7750	0.1113018853
7751	0.1112934379
7752	0.1112858299
7753	0.1112772894
7754	0.1112451077
7755	0.1112310597
7756	0.1112217385
7757	0.1112146597
7758	0.1112043411
7759	0.1111962772
7760	0.1111873594
7761	0.1111690077
7762	0.111155485
7763	0.1111460128
7764	0.1111386292
7765	0.1111303243
7766	0.1111221529
7767	0.1111136273
7768	0.1111060341
7769	0.1110955877
7770	0.1110855265
7771	0.1110765578
7772	0.1110698954
7773	0.111057086
7774	0.1110478736
7775	0.1110386525
7776	0.1110321403
7777	0.1110203507
7778	0.1110130357
7779	0.1110028705
7780	0.1109903704
7781	0.1109778964
7782	0.1109730702
7783	0.1109636669
7784	0.1109546428
7785	0.1109385698
7786	0.1109278704
7787	0.1109200228
7788	0.1109106785
7789	0.1108985374
7790	0.110889754
7791	0.1108814548
7792	0.1108678888
7793	0.1108581012
7794	0.1108519671
7795	0.1108438457
7796	0.1108244268
7797	0.1108172164
7798	0.1108089496
7799	0.1108019828
7800	0.1107885147
7801	0.1107771626
7802	0.1107645689
7803	0.1107555586
7804	0.110746361
7805	0.110736825
7806	0.1107299639
7807	0.1107196658
7808	0.1107103596
7809	0.1107033558
7810	0.1106974997
7811	0.1106833914
7812	0.1106753045
7813	0.1106680896
7814	0.110659444
7815	0.1106520298
7816	0.1106427361
7817	0.1106294752
7818	0.1106152471
7819	0.1105974922
7820	0.1105899368
7821	0.1105812964
7822	0.1105741876
7823	0.1105610458
7824	0.1105490465
7825	0.1105409213
7826	0.11052963
7827	0.1105183027
7828	0.1105086959
7829	0.1105003293
7830	0.110482914
7831	0.1104704929
7832	0.1104575308
7833	0.1104466703
7834	0.1104375331
7835	0.1104291489
7836	0.1104224299
7837	0.1104158715
7838	0.1104064353
7839	0.1103990569
7840	0.1103919119
7841	0.1103784184
7842	0.1103656038
7843	0.1103422111
7844	0.1103308387
7845	0.1103233653
7846	0.1103127051
7847	0.1102974322
7848	0.110288356
7849	0.1102782722
7850	0.1102666703
7851	0.1102604308
7852	0.1102508191
7853	0.1102439735
7854	0.1102332309
7855	0.1102239483
7856	0.1102115013
7857	0.110201511
7858	0.1101860571
7859	0.1101796747
7860	0.1101671365
7861	0.1101612823
7862	0.1101530998
7863	0.1101456566
7864	0.1101367839
7865	0.1101272992
7866	0.1101215445
7867	0.1101178054
7868	0.1101095267
7869	0.1101013046
7870	0.1100908819
7871	0.1100804404
7872	0.1100717174
7873	0.1100635681
7874	0.1100532188
7875	0.1100379201
7876	0.1100290594
7877	0.1100149767
7878	0.1100042705
7879	0.1099936255
7880	0.1099723478
7881	0.1099676386
7882	0.1099590259
7883	0.109939238
7884	0.1099304586
7885	0.1099225557
7886	0.1099096757
7887	0.1099018539
7888	0.1098954597
7889	0.1098848803
7890	0.109875472
7891	0.1098656567
7892	0.1098543996
7893	0.1098366048
7894	0.1098290741
7895	0.109820632
7896	0.1098111803
7897	0.109801044
7898	0.1097917434
7899	0.1097817627
7900	0.1097739294
7901	0.1097603472
7902	0.1097509022
7903	0.1097411667
7904	0.1097331889
7905	0.1097265713
7906	0.1097141436
7907	0.109706057
7908	0.1096924997
7909	0.1096734902
7910	0.1096623023
7911	0.109646484
7912	0.1096378935
7913	0.1096255994
7914	0.1096173386
7915	0.1096070482
7916	0.1095970191
7917	0.1095870871
7918	0.1095727406
7919	0.1095634884
7920	0.1095522149
7921	0.1095395908
7922	0.1095286226
7923	0.1095198989
7924	0.1095102566
7925	0.1094996944
7926	0.1094869914
7927	0.1094802767
7928	0.1094739065
7929	0.1094663784
7930	0.1094575128
7931	0.1094493552
7932	0.1094355542
7933	0.10942923
7934	0.1094201684
7935	0.1094115888
7936	0.1093987525
7937	0.1093863625
7938	0.1093737327
7939	0.109360624
7940	0.1093532761
7941	0.1093427126
7942	0.1093349655
7943	0.1093248331
7944	0.10931317
7945	0.109303673
7946	0.1092943815
7947	0.1092861234
7948	0.1092782777
7949	0.1092684249
7950	0.1092562837
7951	0.1092478062
7952	0.1092403639
7953	0.1092258178
7954	0.1092141147
7955	0.1092066402
7956	0.1092010359
7957	0.1091928262
7958	0.1091835222
7959	0.1091720252
7960	0.1091633172
7961	0.1091544717
7962	0.1091428079
7963	0.109136492
7964	0.1091293414
7965	0.1091120136
7966	0.1090937237
7967	0.1090883767
7968	0.1090738315
7969	0.1090647412
7970	0.1090584862
7971	0.1090498337
7972	0.1090364341
7973	0.1090291035
7974	0.1090191298
7975	0.1090088027
7976	0.1089978873
7977	0.1089900594
7978	0.1089854881
7979	0.1089728232
7980	0.1089617028
7981	0.1089534712
7982	0.1089473424
7983	0.1089340421
7984	0.1089274883
7985	0.1089196709
7986	0.1089129848
7987	0.1089073853
7988	0.1089008968
7989	0.1088949044
7990	0.1088865573
7991	0.1088783156
7992	0.108871512
7993	0.108864894
7994	0.1088608315
7995	0.1088487556
7996	0.1088363745
7997	0.1088289029
7998	0.1088144481
7999	0.1088087198
8000	0.1087990341
8001	0.1087865523
8002	0.1087784425
8003	0.1087689763
8004	0.1087575893
8005	0.1087510848
8006	0.1087338117
8007	0.1087230395
8008	0.108711465
8009	0.1087036908
8010	0.1086958571
8011	0.1086865046
8012	0.1086804373
8013	0.1086645137
8014	0.1086586816
8015	0.1086509408
8016	0.1086394292
8017	0.1086257552
8018	0.1086180123
8019	0.1086043302
8020	0.1085915367
8021	0.1085847016
8022	0.1085777364
8023	0.1085715045
8024	0.1085596084
8025	0.1085519721
8026	0.1085457326
8027	0.1085363519
8028	0.1085238733
8029	0.1085173019
8030	0.1085093484
8031	0.1085020895
8032	0.1084933724
8033	0.1084823534
8034	0.1084719122
8035	0.1084605026
8036	0.1084537137
8037	0.1084400165
8038	0.1084312272
8039	0.1084240767
8040	0.1084114288
8041	0.1084061645
8042	0.1083978761
8043	0.1083881209
8044	0.1083816732
8045	0.1083743848
8046	0.1083620845
8047	0.1083481738
8048	0.1083270123
8049	0.1083183472
8050	0.1083109923
8051	0.1083020658
8052	0.1082927743
8053	0.1082870897
8054	0.108273287
8055	0.1082671684
8056	0.1082567201
8057	0.1082500663
8058	0.1082389731
8059	0.10823082
8060	0.1082239652
8061	0.1082139909
8062	0.1082008957
8063	0.1081902598
8064	0.1081838254
8065	0.1081765919
8066	0.1081684332
8067	0.1081609338
8068	0.1081512637
8069	0.1081413133
8070	0.1081339798
8071	0.1081219467
8072	0.1081136361
8073	0.1081075304
8074	0.1081029605
8075	0.1080934472
8076	0.1080859957
8077	0.1080791519
8078	0.1080671028
8079	0.1080568603
8080	0.1080503444
8081	0.108043234
8082	0.1080348012
8083	0.1080260054
8084	0.1080090868
8085	0.1080017613
8086	0.107986305
8087	0.1079780023
8088	0.1079683487
8089	0.1079575459
8090	0.107948357
8091	0.1079394276
8092	0.1079287287
8093	0.1079202971
8094	0.1079093778
8095	0.1078947453
8096	0.1078812914
8097	0.1078692338
8098	0.1078622591
8099	0.1078538937
8100	0.1078398887
8101	0.1078301951
8102	0.107820177
8103	0.1078094544
8104	0.1077976721
8105	0.1077878785
8106	0.107780355
8107	0.1077723274
8108	0.1077485963
8109	0.1077349968
8110	0.1077270526
8111	0.1077136487
8112	0.1077032436
8113	0.1076886872
8114	0.1076796253
8115	0.1076683001
8116	0.1076584875
8117	0.1076496383
8118	0.1076449887
8119	0.1076367013
8120	0.1076281008
8121	0.1076174848
8122	0.1076109006
8123	0.1075995982
8124	0.1075897321
8125	0.1075785466
8126	0.1075703175
8127	0.1075623051
8128	0.107552092
8129	0.107542976
8130	0.1075329155
8131	0.1075265969
8132	0.1075145644
8133	0.1074953941
8134	0.107486049
8135	0.1074789521
8136	0.1074752511
8137	0.1074668414
8138	0.1074574109
8139	0.1074478212
8140	0.1074401862
8141	0.1074335991
8142	0.1074260786
8143	0.1074190039
8144	0.1074102059
8145	0.1074024684
8146	0.1073917512
8147	0.1073783814
8148	0.1073719763
8149	0.1073641184
8150	0.1073527169
8151	0.107341064
8152	0.1073299646
8153	0.1073169107
8154	0.1073081163
8155	0.1072950803
8156	0.1072865469
8157	0.1072777332
8158	0.1072642713
8159	0.1072571064
8160	0.1072457135
8161	0.1072338693
8162	0.1072221083
8163	0.1072131659
8164	0.1072055438
8165	0.1071992187
8166	0.1071905431
8167	0.1071816476
8168	0.1071746367
8169	0.1071678014
8170	0.1071559264
8171	0.1071479967
8172	0.1071389687
8173	0.1071252995
8174	0.107117108
8175	0.1071083595
8176	0.1070970267
8177	0.1070905567
8178	0.1070791088
8179	0.1070705132
8180	0.1070618484
8181	0.1070510898
8182	0.1070419523
8183	0.1070330321
8184	0.107015943
8185	0.1070067402
8186	0.106999276
8187	0.1069849082
8188	0.1069709866
8189	0.1069624912
8190	0.1069528526
8191	0.1069459691
8192	0.1069399086
8193	0.1069318538
8194	0.106920041
8195	0.1069119172
8196	0.1069027618
8197	0.1068953277
8198	0.1068878212
8199	0.1068830413
8200	0.1068775806
8201	0.1068712648
8202	0.1068579816
8203	0.1068476528
8204	0.1068394023
8205	0.10683066
8206	0.1068230888
8207	0.1068133099
8208	0.1068025242
8209	0.106790302
8210	0.1067761284
8211	0.1067653364
8212	0.10675473
8213	0.1067491071
8214	0.1067399034
8215	0.1067288857
8216	0.1067178359
8217	0.1067095896
8218	0.1067008799
8219	0.106692453
8220	0.1066851742
8221	0.1066775537
8222	0.1066716599
8223	0.1066616736
8224	0.106654672
8225	0.1066453241
8226	0.1066395282
8227	0.1066323569
8228	0.1066244407
8229	0.106617571
8230	0.1066051093
8231	0.1065982803
8232	0.1065903602
8233	0.1065773765
8234	0.1065651285
8235	0.1065504036
8236	0.1065398685
8237	0.1065286801
8238	0.1065219269
8239	0.1065112728
8240	0.1065080866
8241	0.1065016514
8242	0.1064954119
8243	0.1064875135
8244	0.1064755819
8245	0.1064660425
8246	0.1064568724
8247	0.1064514753
8248	0.1064426456
8249	0.1064318501
8250	0.1064229215
8251	0.1064119414
8252	0.1064018805
8253	0.1063909364
8254	0.1063844309
8255	0.1063752718
8256	0.106366624
8257	0.1063601401
8258	0.1063538441
8259	0.1063508266
8260	0.1063420409
8261	0.1063317899
8262	0.1063153774
8263	0.1063025833
8264	0.1062933929
8265	0.1062873442
8266	0.1062805809
8267	0.1062708829
8268	0.1062621432
8269	0.1062545696
8270	0.106244276
8271	0.1062387552
8272	0.1062311629
8273	0.1062224522
8274	0.1062140621
8275	0.1062050001
8276	0.1061922571
8277	0.1061841683
8278	0.106171857
8279	0.1061650614
8280	0.1061537999
8281	0.1061451956
8282	0.1061345514
8283	0.1061233424
8284	0.1061155245
8285	0.1061094006
8286	0.1060989168
8287	0.1060895648
8288	0.1060818185
8289	0.1060672649
8290	0.1060568607
8291	0.1060470758
8292	0.1060364243
8293	0.1060111667
8294	0.1060051871
8295	0.1059961769
8296	0.1059840739
8297	0.105977744
8298	0.1059617807
8299	0.1059430854
8300	0.1059329606
8301	0.1059237476
8302	0.1059172247
8303	0.105909448
8304	0.1059003762
8305	0.1058897481
8306	0.1058796726
8307	0.1058664184
8308	0.105855898
8309	0.1058486251
8310	0.1058383699
8311	0.1058273234
8312	0.1058202126
8313	0.1058101111
8314	0.105804236
8315	0.1057939658
8316	0.1057852298
8317	0.1057729565
8318	0.1057648951
8319	0.1057557489
8320	0.1057489672
8321	0.1057413435
8322	0.1057300375
8323	0.1057260661
8324	0.1057168825
8325	0.1057063815
8326	0.1057012997
8327	0.1056917415
8328	0.1056732728
8329	0.1056651471
8330	0.1056565916
8331	0.1056453135
8332	0.105633985
8333	0.1056211674
8334	0.1056111254
8335	0.1055979095
8336	0.1055919172
8337	0.1055876587
8338	0.1055793914
8339	0.1055713052
8340	0.1055628255
8341	0.1055514417
8342	0.1055351968
8343	0.1055240233
8344	0.1055141384
8345	0.1054983097
8346	0.1054927911
8347	0.1054842919
8348	0.1054722688
8349	0.1054604811
8350	0.1054535341
8351	0.105441468
8352	0.105431213
8353	0.1054208911
8354	0.1054113523
8355	0.1054041568
8356	0.1053967695
8357	0.1053915687
8358	0.1053840891
8359	0.1053790622
8360	0.1053688505
8361	0.1053372812
8362	0.1053271347
8363	0.1053171496
8364	0.105309972
8365	0.1052968359
8366	0.1052869276
8367	0.1052763975
8368	0.1052642246
8369	0.1052545078
8370	0.1052472078
8371	0.1052364806
8372	0.1052278955
8373	0.105220333
8374	0.10521391
8375	0.105202471
8376	0.1051950092
8377	0.1051883524
8378	0.1051782944
8379	0.1051654124
8380	0.1051561813
8381	0.1051495147
8382	0.1051306516
8383	0.1051218694
8384	0.1051140689
8385	0.1051051525
8386	0.1050933693
8387	0.1050873406
8388	0.1050744768
8389	0.1050656981
8390	0.1050487382
8391	0.1050392277
8392	0.1050346139
8393	0.105021263
8394	0.1050085785
8395	0.1050012369
8396	0.1049919497
8397	0.1049820885
8398	0.1049699635
8399	0.1049564984
8400	0.1049495399
8401	0.1049402282
8402	0.1049286384
8403	0.1049222865
8404	0.1049180341
8405	0.1049060306
8406	0.1048980801
8407	0.1048891879
8408	0.1048826979
8409	0.1048758067
8410	0.1048706257
8411	0.1048629847
8412	0.1048481722
8413	0.104842114
8414	0.1048343509
8415	0.1048279872
8416	0.1048204694
8417	0.104810768
8418	0.1048051487
8419	0.104795498
8420	0.1047829054
8421	0.1047775421
8422	0.1047678152
8423	0.1047581811
8424	0.1047433776
8425	0.1047331927
8426	0.1047214474
8427	0.1047130318
8428	0.1047040953
8429	0.1046969743
8430	0.1046892322
8431	0.1046816815
8432	0.1046771857
8433	0.1046717151
8434	0.1046634016
8435	0.1046553806
8436	0.1046456701
8437	0.1046398396
8438	0.1046328572
8439	0.1046279327
8440	0.1046210818
8441	0.1046118193
8442	0.1046021119
8443	0.104594581
8444	0.104584592
8445	0.1045765473
8446	0.1045683057
8447	0.1045613861
8448	0.1045539376
8449	0.1045430801
8450	0.1045388372
8451	0.1045281498
8452	0.1045205001
8453	0.10451026
8454	0.1044916525
8455	0.1044806788
8456	0.1044723498
8457	0.1044643384
8458	0.1044553404
8459	0.1044452211
8460	0.1044349941
8461	0.1044239216
8462	0.1044162737
8463	0.1044037426
8464	0.1043946179
8465	0.1043858295
8466	0.1043765717
8467	0.1043694717
8468	0.1043614695
8469	0.1043550509
8470	0.1043458885
8471	0.1043383118
8472	0.104328217
8473	0.1043180806
8474	0.1043111142
8475	0.1042946814
8476	0.1042837013
8477	0.1042744557
8478	0.1042686748
8479	0.1042586238
8480	0.1042458815
8481	0.1042375917
8482	0.1042311235
8483	0.1042185894
8484	0.1042081459
8485	0.1041999864
8486	0.1041935613
8487	0.1041848622
8488	0.1041769639
8489	0.1041700303
8490	0.1041580521
8491	0.1041501034
8492	0.1041413455
8493	0.1041358026
8494	0.1041281773
8495	0.1041210568
8496	0.1041104246
8497	0.1041017738
8498	0.1040938731
8499	0.1040826437
8500	0.1040715797
8501	0.1040645428
8502	0.1040476318
8503	0.1040373257
8504	0.1040298505
8505	0.1040202568
8506	0.1040077154
8507	0.1040010757
8508	0.103991315
8509	0.1039851764
8510	0.1039733942
8511	0.1039673243
8512	0.1039593166
8513	0.103955121
8514	0.1039477128
8515	0.1039389277
8516	0.1039249326
8517	0.1039147954
8518	0.1039077215
8519	0.1038983073
8520	0.1038870224
8521	0.1038811041
8522	0.1038669821
8523	0.103858871
8524	0.1038460432
8525	0.1038379692
8526	0.1038282915
8527	0.1038211368
8528	0.1038136409
8529	0.1038076301
8530	0.1038015407
8531	0.1037882294
8532	0.1037819795
8533	0.1037677715
8534	0.103761193
8535	0.1037508534
8536	0.1037447994
8537	0.1037384222
8538	0.1037289575
8539	0.1037233861
8540	0.1037148493
8541	0.1037085015
8542	0.1036988731
8543	0.1036899078
8544	0.1036807896
8545	0.1036705629
8546	0.1036599335
8547	0.1036532347
8548	0.1036480716
8549	0.1036398264
8550	0.1036314429
8551	0.1036184221
8552	0.1036102974
8553	0.103605959
8554	0.1035955382
8555	0.1035888041
8556	0.1035774835
8557	0.1035715966
8558	0.1035663842
8559	0.1035618473
8560	0.1035521842
8561	0.1035456305
8562	0.1035369723
8563	0.1035302395
8564	0.1035195842
8565	0.1035128016
8566	0.1035058426
8567	0.1034990111
8568	0.1034892898
8569	0.1034806707
8570	0.1034702582
8571	0.1034589721
8572	0.1034544794
8573	0.1034451814
8574	0.1034367716
8575	0.1034303288
8576	0.1034229722
8577	0.1034171808
8578	0.1034120943
8579	0.1034025636
8580	0.1033957145
8581	0.1033825354
8582	0.1033734788
8583	0.1033631603
8584	0.1033566314
8585	0.1033491145
8586	0.1033400203
8587	0.1033354066
8588	0.1033294997
8589	0.1033259502
8590	0.1033181724
8591	0.1033129196
8592	0.1033023836
8593	0.1032938723
8594	0.1032868924
8595	0.1032705197
8596	0.1032637116
8597	0.1032491162
8598	0.1032431618
8599	0.103233859
8600	0.1032266056
8601	0.103219867
8602	0.1032140452
8603	0.1032043814
8604	0.1031961968
8605	0.1031862015
8606	0.1031802247
8607	0.1031746253
8608	0.103168668
8609	0.1031642243
8610	0.1031589535
8611	0.1031514033
8612	0.1031437683
8613	0.1031369158
8614	0.1031266501
8615	0.1031177643
8616	0.1031086963
8617	0.10309994
8618	0.1030927431
8619	0.1030874118
8620	0.1030742263
8621	0.1030609664
8622	0.1030467255
8623	0.1030399736
8624	0.103032536
8625	0.1030216632
8626	0.1030123946
8627	0.1030062403
8628	0.102995768
8629	0.102981261
8630	0.1029732491
8631	0.1029532668
8632	0.1029493203
8633	0.1029426379
8634	0.1029373258
8635	0.1029322362
8636	0.1029218103
8637	0.1029145931
8638	0.1029073472
8639	0.1028957568
8640	0.1028902633
8641	0.1028808424
8642	0.1028699144
8643	0.1028633641
8644	0.102855703
8645	0.1028493916
8646	0.1028409546
8647	0.1028348719
8648	0.1028230711
8649	0.1028112772
8650	0.102802357
8651	0.1027981193
8652	0.1027926544
8653	0.1027844519
8654	0.1027757213
8655	0.1027651224
8656	0.1027553289
8657	0.1027444489
8658	0.1027352492
8659	0.1027237996
8660	0.1027104385
8661	0.1027009522
8662	0.1026939464
8663	0.1026857482
8664	0.102679143
8665	0.1026708254
8666	0.1026658985
8667	0.1026538605
8668	0.1026461287
8669	0.1026421419
8670	0.1026345246
8671	0.1026230042
8672	0.1026137802
8673	0.1026017731
8674	0.1025899472
8675	0.1025840249
8676	0.1025749498
8677	0.1025639029
8678	0.1025578705
8679	0.1025453147
8680	0.1025389371
8681	0.1025256824
8682	0.1025107588
8683	0.1025024172
8684	0.102495769
8685	0.1024892974
8686	0.1024805461
8687	0.1024726365
8688	0.1024677194
8689	0.1024611784
8690	0.1024547074
8691	0.1024491125
8692	0.1024393064
