iter	RMSE
403	0.5839998642
404	0.5827008223
405	0.5822249291
406	0.5818017827
407	0.5814438193
408	0.5807710934
409	0.5801990427
410	0.5795980581
411	0.5784858933
412	0.5781071851
413	0.5774624103
414	0.5768936724
415	0.5759861196
416	0.5751051641
417	0.5742805567
418	0.5739749196
419	0.5728436692
420	0.5722775286
421	0.571696046
422	0.5711077744
423	0.5704137341
424	0.5699786498
425	0.5694253832
426	0.5689969475
427	0.5683544523
428	0.5680205121
429	0.5673746585
430	0.5669659435
431	0.5665719817
432	0.56555226
433	0.5648607419
434	0.5641870422
435	0.5637405298
436	0.5633223944
437	0.5627878598
438	0.5624706361
439	0.5616090536
440	0.5608744571
441	0.5604556297
442	0.5600591419
443	0.5596798568
444	0.5587786937
445	0.5581939512
446	0.5576807785
447	0.5573054615
448	0.5568164007
449	0.5561661119
450	0.5557353291
451	0.5547467831
452	0.5543343047
453	0.554003562
454	0.5533979165
455	0.5529168488
456	0.5518792095
457	0.551475198
458	0.5508447586
459	0.5502281974
460	0.5496354937
461	0.5486742164
462	0.5479798838
463	0.5473626208
464	0.5468653444
465	0.5464608929
466	0.5459991798
467	0.5456764528
468	0.5452306412
469	0.5448904798
470	0.5441810959
471	0.5436927355
472	0.5433871093
473	0.5427397016
474	0.542305187
475	0.5417906071
476	0.541139849
477	0.540643914
478	0.540140686
479	0.5397033811
480	0.5392196722
481	0.5388763827
482	0.5385249018
483	0.5378919671
484	0.5371735618
485	0.5367918814
486	0.5361188762
487	0.5357164253
488	0.5354378342
489	0.5347832441
490	0.534456452
491	0.5338438064
492	0.5332167892
493	0.5325835144
494	0.5321919269
495	0.5316759105
496	0.5313287247
497	0.5302480479
498	0.5298500991
499	0.5293239273
500	0.5287836623
501	0.5282943766
502	0.5277682028
503	0.527471854
504	0.5270731775
505	0.5265569419
506	0.5260774487
507	0.5255040103
508	0.5248005482
509	0.5240157621
510	0.5235992081
511	0.5231957495
512	0.5227919397
513	0.5225023955
514	0.5221263418
515	0.5216468661
516	0.5207468462
517	0.5203861893
518	0.5200116046
519	0.5197195499
520	0.5190292629
521	0.5185522428
522	0.5178867823
523	0.517596277
524	0.5171029876
525	0.5167967363
526	0.5164221792
527	0.5156800524
528	0.5153767088
529	0.5146271201
530	0.5142141348
531	0.5138194928
532	0.5134022229
533	0.513086245
534	0.5126833801
535	0.5123934544
536	0.5121247508
537	0.5118358118
538	0.5112814407
539	0.5109834251
540	0.5105508785
541	0.5100383488
542	0.5097745396
543	0.5091580979
544	0.5087627783
545	0.5080851785
546	0.5073976637
547	0.5069173792
548	0.5066007831
549	0.5062467657
550	0.5055500463
551	0.5052370754
552	0.5047963214
553	0.504336016
554	0.5036441071
555	0.5031030813
556	0.5028277039
557	0.5023982591
558	0.5020596677
559	0.5016193231
560	0.5012581244
561	0.5009780987
562	0.5005439677
563	0.500239951
564	0.4996740295
565	0.4991733615
566	0.4987019109
567	0.4983616204
568	0.4978850857
569	0.4972646524
570	0.4967780273
571	0.496520645
572	0.4962449206
573	0.4959233679
574	0.4954827761
575	0.4950499741
576	0.4947407085
577	0.4945135105
578	0.4942132225
579	0.4938453287
580	0.4935278085
581	0.4932243878
582	0.49299174
583	0.4923262564
584	0.49196618
585	0.4914330672
586	0.4910260211
587	0.4905054661
588	0.4902092915
589	0.4899351382
590	0.4897467528
591	0.4894764407
592	0.4890339097
593	0.4886679092
594	0.4880058723
595	0.487634421
596	0.487354987
597	0.4868553782
598	0.48662101
599	0.4863621353
600	0.4860867081
601	0.4855292507
602	0.4849914055
603	0.4847458421
604	0.4844732019
605	0.4841157662
606	0.483847098
607	0.4835121158
608	0.4832120949
609	0.4829338922
610	0.482499134
611	0.4822491683
612	0.4814602225
613	0.4811876016
614	0.4808107378
615	0.4803845649
616	0.4799852751
617	0.4795369829
618	0.47916603
619	0.4787874671
620	0.47845298
621	0.4782276011
622	0.4776914545
623	0.4775218479
624	0.4771558281
625	0.4769014748
626	0.476558813
627	0.4762444661
628	0.4757840738
629	0.4754905018
630	0.4749793094
631	0.4742540552
632	0.4740283709
633	0.4735920281
634	0.4733622082
635	0.4724320556
636	0.4721051287
637	0.4719149844
638	0.4716787184
639	0.4714143533
640	0.4711387194
641	0.4706258109
642	0.4703034697
643	0.4700188505
644	0.4695415512
645	0.4692525062
646	0.4690238427
647	0.4688051629
648	0.4684837281
649	0.468216223
650	0.467210909
651	0.4668696528
652	0.4665926716
653	0.46623394
654	0.4658996687
655	0.4654684653
656	0.4652400794
657	0.4649721413
658	0.4645237205
659	0.4639232443
660	0.4633969767
661	0.4630695133
662	0.4627899816
663	0.4626005054
664	0.462323235
665	0.4618429231
666	0.4616130619
667	0.461121335
668	0.4608113105
669	0.4603964775
670	0.4599623295
671	0.4597458397
672	0.4594972477
673	0.459309821
674	0.4588429986
675	0.4585435874
676	0.4583065305
677	0.4578962599
678	0.4575944539
679	0.4572897771
680	0.4566339627
681	0.4563853252
682	0.4561839576
683	0.4559084301
684	0.4557474102
685	0.4555413008
686	0.4549927851
687	0.4546330549
688	0.4544281022
689	0.4541191586
690	0.4537585483
691	0.4532321954
692	0.4530075955
693	0.4526159098
694	0.4523887933
695	0.4522582109
696	0.4520046773
697	0.4516824865
698	0.4514308967
699	0.4509634638
700	0.450734368
701	0.4505453196
702	0.4501650911
703	0.4498746561
704	0.4494235229
705	0.4491985966
706	0.4489280307
707	0.4486416815
708	0.4483636648
709	0.4480655929
710	0.4478279219
711	0.4475241071
712	0.4471000024
713	0.4469123816
714	0.4466978124
715	0.4464302629
716	0.4461858561
717	0.4459322865
718	0.4457503581
719	0.445512022
720	0.4453114794
721	0.445108317
722	0.4448398389
723	0.4443834069
724	0.4441688697
725	0.4439161725
726	0.4437606131
727	0.4435022728
728	0.4432769481
729	0.4431207951
730	0.442792114
731	0.4424172362
732	0.4421332484
733	0.4418445279
734	0.4416183275
735	0.4414417607
736	0.4409356843
737	0.4407307001
738	0.4404303382
739	0.4400554327
740	0.4397701637
741	0.4393949849
742	0.4390162387
743	0.4387810495
744	0.4379344506
745	0.4376398119
746	0.4373595598
747	0.4371850483
748	0.4369356303
749	0.4366420767
750	0.436407275
751	0.4362107829
752	0.436043686
753	0.4358041372
754	0.4355031285
755	0.4352833747
756	0.4349620126
757	0.4348053581
758	0.4345221753
759	0.4342141964
760	0.4339914316
761	0.4337777925
762	0.4335775449
763	0.433442602
764	0.4332066087
765	0.4330405432
766	0.4328734322
767	0.4326296306
768	0.4322278413
769	0.4319554534
770	0.4316197831
771	0.4313679831
772	0.4311496037
773	0.4309576995
774	0.430305183
775	0.4300796041
776	0.4295763438
777	0.4292861078
778	0.4290630869
779	0.4286678497
780	0.4283827344
781	0.4281363048
782	0.4278720597
783	0.4276602874
784	0.4273458606
785	0.4271844549
786	0.4267905845
787	0.4265130584
788	0.4262507217
789	0.425976196
790	0.4257517602
791	0.4254019485
792	0.4252297552
793	0.4250395088
794	0.424774318
795	0.4245097401
796	0.4243509993
797	0.4240607594
798	0.4237001207
799	0.4234251031
800	0.4230173843
801	0.4227737929
802	0.4223035103
803	0.4221479274
804	0.4219648854
805	0.4217826623
806	0.4215548571
807	0.421254935
808	0.4210721144
809	0.4208312235
810	0.4205703208
811	0.420266569
812	0.4201153995
813	0.419760343
814	0.4195145972
815	0.418986931
816	0.418627106
817	0.4185054042
818	0.4181585995
819	0.4178977745
820	0.4176957054
821	0.4174482535
822	0.4172947937
823	0.4170456393
824	0.4167715941
825	0.4163784591
826	0.4162013877
827	0.4160773961
828	0.4157694958
829	0.4154390168
830	0.4152664658
831	0.4148648012
832	0.4143753015
833	0.414260694
834	0.4140700095
835	0.413878775
836	0.4134712868
837	0.4132567073
838	0.4131072678
839	0.4128652598
840	0.4125608578
841	0.4123253217
842	0.4119712491
843	0.4118133182
844	0.411641552
845	0.4113539962
846	0.4111331398
847	0.4108790141
848	0.4105878629
849	0.4104600347
850	0.4103138595
851	0.4100824821
852	0.4099481484
853	0.409799044
854	0.4095280288
855	0.4093524979
856	0.4092323163
857	0.4088368504
858	0.4086619238
859	0.4084681983
860	0.4081575607
861	0.4079288506
862	0.4076539371
863	0.4073780668
864	0.407160482
865	0.4069551468
866	0.4068187808
867	0.4065870469
868	0.4062893719
869	0.4061026991
870	0.4058631921
871	0.4056175409
872	0.4054293398
873	0.4052490796
874	0.4051186799
875	0.4049472627
876	0.4045317973
877	0.4043221472
878	0.4041673918
879	0.4039905682
880	0.4037944793
881	0.403714798
882	0.4035144916
883	0.4033048335
884	0.4031415838
885	0.4029795723
886	0.4027377049
887	0.4024709184
888	0.4021412073
889	0.4018147071
890	0.4016933076
891	0.4014991979
892	0.4012902676
893	0.4011532393
894	0.4009909958
895	0.400832961
896	0.4006975716
897	0.4004871697
898	0.4003299512
899	0.4001206475
900	0.3999378836
901	0.3997558784
902	0.3995587055
903	0.3994119311
904	0.3991760337
905	0.3989542294
906	0.3988184543
907	0.3986902599
908	0.3984281842
909	0.3982775513
910	0.3980707533
911	0.3978934156
912	0.3977977207
913	0.3975362291
914	0.3973017318
915	0.3970469472
916	0.3968924418
917	0.3967107939
918	0.3964465924
919	0.3961531319
920	0.3958570673
921	0.3957628874
922	0.3955620546
923	0.3954315981
924	0.3952474382
925	0.3950914464
926	0.3949612049
927	0.3948250418
928	0.3944968975
929	0.3943453961
930	0.3941561253
931	0.3940336004
932	0.3937233749
933	0.3934663276
934	0.3931829106
935	0.3930377655
936	0.392895641
937	0.3927758695
938	0.3925511647
939	0.3923625611
940	0.3922451321
941	0.3920196746
942	0.3916511841
943	0.3915389312
944	0.3913364379
945	0.3911908443
946	0.3910150486
947	0.3908629355
948	0.3906656825
949	0.3904841478
950	0.3903280789
951	0.3901381529
952	0.3900151388
953	0.3898593323
954	0.3897408382
955	0.3894094066
956	0.3892676175
957	0.3891213634
958	0.3887480619
959	0.3885976792
960	0.3883934535
961	0.3881587982
962	0.3877758049
963	0.3876385083
964	0.3875145274
965	0.3872501967
966	0.3870710585
967	0.3869786475
968	0.3868343475
969	0.3865537394
970	0.3863228183
971	0.386110463
972	0.3859224516
973	0.385739716
974	0.3854397677
975	0.3852081489
976	0.3850783363
977	0.3848179511
978	0.3846884439
979	0.384111737
980	0.3839844691
981	0.3838179847
982	0.3836523249
983	0.3835347624
984	0.3833512874
985	0.3831726893
986	0.3829540962
987	0.3827160141
988	0.3826014619
989	0.3824834506
990	0.3823109867
991	0.382140923
992	0.3820464199
993	0.3818830762
994	0.3816282468
995	0.3814185384
996	0.3811682167
997	0.3810551954
998	0.3808849621
999	0.3807207788
1000	0.3806249214
1001	0.3805017836
1002	0.3803322487
1003	0.3801445982
1004	0.3798653946
1005	0.3797083913
1006	0.3794285978
1007	0.3792678893
1008	0.3790705475
1009	0.3789752575
1010	0.3787866794
1011	0.3786359528
1012	0.3784807847
1013	0.3783359403
1014	0.3780670827
1015	0.3778578426
1016	0.3777476587
1017	0.3776689771
1018	0.3775498105
1019	0.3774114369
1020	0.3771488738
1021	0.3769681956
1022	0.3764107079
1023	0.376188748
1024	0.3760889358
1025	0.3759461385
1026	0.3757273789
1027	0.3754969155
1028	0.3753617159
1029	0.3751576672
1030	0.375014958
1031	0.3748972595
1032	0.3747645691
1033	0.3745583436
1034	0.3744441599
1035	0.37431483
1036	0.3741418849
1037	0.373902137
1038	0.3737797509
1039	0.373615428
1040	0.373436714
1041	0.3732953916
1042	0.3731483832
1043	0.3730286487
1044	0.3728386242
1045	0.3726203314
1046	0.3725363181
1047	0.3723680031
1048	0.3721909864
1049	0.3720211938
1050	0.3718429083
1051	0.371698043
1052	0.3715688677
1053	0.3713517059
1054	0.3711306008
1055	0.3710429297
1056	0.3708771171
1057	0.3705809648
1058	0.3704115262
1059	0.3701842845
1060	0.3699859907
1061	0.3698406161
1062	0.3697019868
1063	0.3695237758
1064	0.3694545754
1065	0.3693241298
1066	0.3690958915
1067	0.3688679369
1068	0.3686820194
1069	0.3684491704
1070	0.3683482166
1071	0.3681868735
1072	0.3679832253
1073	0.3678127776
1074	0.3676898421
1075	0.3674841152
1076	0.3672860421
1077	0.3672005512
1078	0.3669973591
1079	0.3667935437
1080	0.3666239731
1081	0.3665110884
1082	0.3664023081
1083	0.3662953258
1084	0.3661953956
1085	0.3660751377
1086	0.3658993594
1087	0.3658264465
1088	0.365706329
1089	0.3655749571
1090	0.3654076343
1091	0.3652364346
1092	0.365019945
1093	0.364846323
1094	0.3646862445
1095	0.3642408456
1096	0.3640581111
1097	0.3639226246
1098	0.3636463677
1099	0.3634424369
1100	0.3632255311
1101	0.3629808931
1102	0.3628398013
1103	0.3627456631
1104	0.3625847733
1105	0.3624482757
1106	0.3622568599
1107	0.3621778649
1108	0.3620556281
1109	0.3618279408
1110	0.3616422219
1111	0.3614724696
1112	0.3613696395
1113	0.3611453575
1114	0.3609652372
1115	0.360647211
1116	0.3604818113
1117	0.3603665387
1118	0.3602579693
1119	0.3601467847
1120	0.3600063422
1121	0.3598917539
1122	0.359711709
1123	0.3595571136
1124	0.359423126
1125	0.359277629
1126	0.3588910979
1127	0.3586737923
1128	0.3585132789
1129	0.358383313
1130	0.3582335062
1131	0.3581457719
1132	0.3579927023
1133	0.3578638387
1134	0.3577433554
1135	0.3575084035
1136	0.3573318093
1137	0.3570531214
1138	0.3569145443
1139	0.3567094946
1140	0.356582135
1141	0.3564866686
1142	0.3563662987
1143	0.3562001359
1144	0.3560843241
1145	0.3559546303
1146	0.3558494234
1147	0.3556681801
1148	0.3555111569
1149	0.3553230842
1150	0.3551390824
1151	0.3549761165
1152	0.3548547635
1153	0.3546626196
1154	0.3545675862
1155	0.3543893166
1156	0.3541786205
1157	0.3539857071
1158	0.3538320883
1159	0.3536802262
1160	0.3535812541
1161	0.3534192818
1162	0.3533488909
1163	0.3531225363
1164	0.3529567823
1165	0.3528250089
1166	0.3527402285
1167	0.3525348619
1168	0.352019421
1169	0.3518754554
1170	0.3517980148
1171	0.3516804582
1172	0.3514920278
1173	0.351383998
1174	0.3513039426
1175	0.3511510398
1176	0.3510597242
1177	0.3509695406
1178	0.3508555412
1179	0.3507630782
1180	0.3505670723
1181	0.3503724233
1182	0.3502379164
1183	0.3501076405
1184	0.3500191966
1185	0.3498676146
1186	0.3497749678
1187	0.3496875152
1188	0.3495382111
1189	0.3494291825
1190	0.3492153741
1191	0.3491362527
1192	0.3488925892
1193	0.3487045563
1194	0.3484978518
1195	0.348412722
1196	0.3482844516
1197	0.348103668
1198	0.3479706676
1199	0.3478774452
1200	0.3477293681
1201	0.3476013011
1202	0.3474339845
1203	0.3472891136
1204	0.3469332659
1205	0.3468359127
1206	0.3466356771
1207	0.3465642418
1208	0.346464902
1209	0.3464089894
1210	0.3463007968
1211	0.3462275929
1212	0.3461150729
1213	0.3460194545
1214	0.345872957
1215	0.3457668703
1216	0.3456670627
1217	0.3455855964
1218	0.3454744018
1219	0.3453696643
1220	0.3452545315
1221	0.3450829873
1222	0.3449811445
1223	0.3448713243
1224	0.3447262654
1225	0.3445853079
1226	0.344448872
1227	0.3443166458
1228	0.3441873618
1229	0.3439154346
1230	0.343825852
1231	0.3437442874
1232	0.3436044264
1233	0.3434808556
1234	0.3433104625
1235	0.3432151747
1236	0.3431310593
1237	0.3430106779
1238	0.3427509622
1239	0.3426654591
1240	0.3424833804
1241	0.3423100657
1242	0.3421807122
1243	0.3420510277
1244	0.3419583695
1245	0.3418874936
1246	0.341593079
1247	0.3414927287
1248	0.3414097788
1249	0.3413094767
1250	0.3411206314
1251	0.3409578188
1252	0.3408464527
1253	0.3406866083
1254	0.3406020485
1255	0.3404358683
1256	0.3402942509
1257	0.3401333157
1258	0.3400733825
1259	0.3399329888
1260	0.3398455953
1261	0.3397212802
1262	0.3396464815
1263	0.3394697886
1264	0.3393103221
1265	0.3391208921
1266	0.3390208933
1267	0.3387729531
1268	0.3386116956
1269	0.3384962814
1270	0.3383483445
1271	0.3382502625
1272	0.3380639382
1273	0.3379311278
1274	0.3376953531
1275	0.3375903463
1276	0.3373521893
1277	0.3372700344
1278	0.3372001858
1279	0.3370527205
1280	0.3369620463
1281	0.3367767219
1282	0.3366805838
1283	0.3365520845
1284	0.3364649412
1285	0.3363465614
1286	0.3362080351
1287	0.3360518916
1288	0.3359403196
1289	0.3356720603
1290	0.3355395132
1291	0.3354246268
1292	0.3353436373
1293	0.3352487554
1294	0.3351284385
1295	0.3349692497
1296	0.334857723
1297	0.3347549096
1298	0.3346617316
1299	0.33458329
1300	0.3343702145
1301	0.3342709733
1302	0.3341234855
1303	0.3340579562
1304	0.3339450048
1305	0.3338607213
1306	0.3337785651
1307	0.3337070101
1308	0.3334713611
1309	0.3333971771
1310	0.3333139175
1311	0.333183189
1312	0.3330513632
1313	0.3328870745
1314	0.3328001311
1315	0.3326600694
1316	0.3325708295
1317	0.3324734141
1318	0.3322606666
1319	0.332076524
1320	0.3320136612
1321	0.3318342505
1322	0.3316799793
1323	0.3315783535
1324	0.331391084
1325	0.3312708837
1326	0.3311004696
1327	0.3310407427
1328	0.3309547322
1329	0.330742932
1330	0.3305824843
1331	0.3304958794
1332	0.3304153532
1333	0.330266364
1334	0.3301908112
1335	0.3299797519
1336	0.3299160266
1337	0.329788806
1338	0.3296819156
1339	0.3295911246
1340	0.3294792457
1341	0.3293377971
1342	0.329178097
1343	0.3290994736
1344	0.3289438933
1345	0.3288320697
1346	0.328737277
1347	0.3286259662
1348	0.3285649198
1349	0.3284672639
1350	0.3282851388
1351	0.3281561314
1352	0.3280795669
1353	0.3279203561
1354	0.3277564038
1355	0.3276250366
1356	0.3275210715
1357	0.327405438
1358	0.3271896035
1359	0.3269867111
1360	0.3268189837
1361	0.3267452785
1362	0.326590895
1363	0.3264885353
1364	0.326406946
1365	0.3262853891
1366	0.3261825585
1367	0.3261126882
1368	0.3258876252
1369	0.3256403634
1370	0.3255617968
1371	0.3253650055
1372	0.3252162894
1373	0.3251324433
1374	0.3250574636
1375	0.3249920778
1376	0.3248468928
1377	0.3247198721
1378	0.3246155462
1379	0.3244444127
1380	0.3243337338
1381	0.3242574629
1382	0.3241422581
1383	0.3240177825
1384	0.3239140512
1385	0.3238319057
1386	0.3237191048
1387	0.3236159219
1388	0.3234773987
1389	0.3233033089
1390	0.3231982722
1391	0.3230001751
1392	0.3228825982
1393	0.3227835781
1394	0.3226356153
1395	0.3225329507
1396	0.3224671988
1397	0.3222971493
1398	0.3220892527
1399	0.3219863297
1400	0.3218713805
1401	0.3217794369
1402	0.3216635413
1403	0.3215541766
1404	0.3214892695
1405	0.321357605
1406	0.3211957076
1407	0.3210779966
1408	0.3209965021
1409	0.3208196499
1410	0.3207166681
1411	0.3206001729
1412	0.3205338028
1413	0.320377508
1414	0.3202354617
1415	0.3201621907
1416	0.3200139295
1417	0.3199614321
1418	0.3198184367
1419	0.3197728453
1420	0.3196673636
1421	0.319545522
1422	0.3194107479
1423	0.3192779169
1424	0.3191155953
1425	0.3190187542
1426	0.3189310317
1427	0.3187879012
1428	0.318639315
1429	0.3184568394
1430	0.318194864
1431	0.3181300174
1432	0.3180665005
1433	0.3179018609
1434	0.3177969488
1435	0.3176593661
1436	0.3175811008
1437	0.3174026976
1438	0.3172550793
1439	0.3171462414
1440	0.3170837745
1441	0.3169760508
1442	0.3168995179
1443	0.3167452962
1444	0.3165974478
1445	0.3164369107
1446	0.3163460897
1447	0.3162574796
1448	0.3160943569
1449	0.3160180753
1450	0.3159002698
1451	0.3156554471
1452	0.3155930566
1453	0.3153961023
1454	0.3152984212
1455	0.3151409783
1456	0.315052566
1457	0.3149056901
1458	0.3148442037
1459	0.3147794033
1460	0.3146241567
1461	0.3145607619
1462	0.3144727613
1463	0.3144005005
1464	0.3143210116
1465	0.3141871144
1466	0.3139544256
1467	0.3138796343
1468	0.313809331
1469	0.3136063679
1470	0.313547029
1471	0.3133222237
1472	0.3131187275
1473	0.3130348541
1474	0.3129217315
1475	0.3128190639
1476	0.3127046715
1477	0.3126111853
1478	0.3125249145
1479	0.3123700504
1480	0.3122829014
1481	0.3121782364
1482	0.3120404343
1483	0.311862627
1484	0.3117868811
1485	0.3116283015
1486	0.3114891429
1487	0.3112772567
1488	0.3111220221
1489	0.3110448521
1490	0.3108864598
1491	0.3107871501
1492	0.3106653633
1493	0.3104555987
1494	0.3103580188
1495	0.3102989225
1496	0.3101863252
1497	0.3101144513
1498	0.3099763546
1499	0.3098914201
1500	0.3098269462
1501	0.309734095
1502	0.3096204692
1503	0.3095548246
1504	0.3094576045
1505	0.3093336096
1506	0.3092643867
1507	0.3091488497
1508	0.3090408305
1509	0.3089430912
1510	0.3088387527
1511	0.3087334349
1512	0.3085502422
1513	0.308473978
1514	0.3084137467
1515	0.3083236703
1516	0.3081515395
1517	0.3080081372
1518	0.3078803192
1519	0.3077492312
1520	0.3076693823
1521	0.3075077592
1522	0.307425516
1523	0.3072950815
